BubbleSort;1;1748692001;Exiting 0;1.89;1.91;0.03;30845823794;Exiting 0;30.98;30.94;0.04;1733385478;Exiting 0;1.89;1.91;0.03;1739573020;Exiting 0;1.87;1.89;0.03;2749287000;Exiting 0;2.75;2.75;0.00;72699757000;Exiting 0;72.71;72.66;0.03
BubbleSort;2;1737569790;Exiting 0;1.88;1.90;0.03;30859028943;Exiting 0;31.00;30.96;0.04;1743946858;Exiting 0;1.92;1.92;0.03;1742635290;Exiting 0;1.88;1.89;0.03;2771253000;Exiting 0;2.78;2.77;0.00;53433076000;Exiting 0;53.44;53.40;0.03
BubbleSort;3;1736820009;Exiting 0;1.88;1.90;0.03;30852156867;Exiting 0;30.99;30.95;0.04;1744071321;Exiting 0;1.92;1.92;0.03;1763133964;Exiting 0;1.89;1.91;0.03;2758167000;Exiting 0;2.76;2.76;0.00;53425800000;Exiting 0;53.43;53.40;0.03
BubbleSort;4;1735956452;Exiting 0;1.89;1.90;0.03;30885860223;Exiting 0;31.03;30.98;0.04;1765134535;Exiting 0;1.94;1.95;0.03;1738324222;Exiting 0;1.87;1.89;0.03;2753897000;Exiting 0;2.76;2.75;0.00;72775923000;Exiting 0;72.79;72.74;0.04
BubbleSort;5;1745216442;Exiting 0;1.88;1.90;0.03;30852853481;Exiting 0;30.99;30.95;0.04;1748794003;Exiting 0;1.92;1.92;0.03;1735826543;Exiting 0;1.88;1.89;0.03;2749247000;Exiting 0;2.75;2.75;0.00;72800575000;Exiting 0;72.81;72.76;0.03
BubbleSort;6;1743117013;Exiting 0;1.88;1.90;0.03;30856004093;Exiting 0;31.00;30.95;0.04;1733364431;Exiting 0;1.89;1.91;0.03;1746229387;Exiting 0;1.88;1.90;0.03;2741655000;Exiting 0;2.75;2.74;0.00;53502880000;Exiting 0;53.51;53.47;0.03
BubbleSort;7;1738423433;Exiting 0;1.88;1.90;0.03;30849187126;Exiting 0;30.99;30.94;0.04;1730547924;Exiting 0;1.90;1.91;0.03;1741524072;Exiting 0;1.87;1.89;0.03;2801866000;Exiting 0;2.81;2.80;0.00;76806613000;Exiting 0;76.82;76.76;0.04
BubbleSort;8;1879303964;Exiting 0;2.04;2.04;0.03;33255636897;Exiting 0;33.40;33.35;0.04;1870307429;Exiting 0;2.03;2.05;0.03;1870103131;Exiting 0;2.02;2.02;0.03;2948494000;Exiting 0;2.95;2.95;0.00;57980598000;Exiting 0;57.99;57.95;0.03
BubbleSort;9;1815787228;Exiting 0;1.97;1.97;0.03;32693629147;Exiting 0;32.84;32.79;0.04;1913294308;Exiting 0;2.09;2.10;0.03;1873759971;Exiting 0;2.02;2.03;0.03;2961912000;Exiting 0;2.97;2.96;0.00;57186463000;Exiting 0;57.20;57.16;0.03
BubbleSort;10;1878020017;Exiting 0;2.04;2.04;0.03;32947834915;Exiting 0;33.09;33.05;0.04;1877038703;Exiting 0;2.04;2.06;0.03;1873800758;Exiting 0;2.00;2.02;0.03;2956946000;Exiting 0;2.96;2.96;0.00;77213404000;Exiting 0;77.22;77.17;0.04
