Fractions;1;1595863198;Exiting 0;1.92;6.92;1.10;19647255716;Exiting 0;19.93;29.61;1.26;1781071152;Exiting 0;2.11;7.37;1.19;1560367733;Exiting 0;1.86;6.78;1.11;14807242000;Exiting 0;15.02;14.41;0.57;36198502000;Exiting 0;36.70;33.79;2.82
Fractions;2;1549285232;Exiting 0;1.85;6.69;1.09;19921636247;Exiting 0;20.20;29.32;1.32;1702083682;Exiting 0;2.36;8.43;1.20;1633988924;Exiting 0;1.91;7.17;1.11;14852660000;Exiting 0;15.07;14.38;0.63;36905839000;Exiting 0;37.43;34.20;3.01
Fractions;3;1750529201;Exiting 0;2.06;7.59;1.17;19542707555;Exiting 0;19.83;28.78;1.21;1641200019;Exiting 0;1.95;7.45;1.14;1689270377;Exiting 0;2.37;8.40;1.26;15655794000;Exiting 0;15.88;15.14;0.68;36591583000;Exiting 0;37.11;34.27;2.74
Fractions;4;1724628669;Exiting 0;2.05;7.55;1.18;23236531817;Exiting 0;23.58;34.29;1.39;1796320080;Exiting 0;2.66;9.32;1.23;2211987150;Exiting 0;3.13;11.63;1.35;17691748000;Exiting 0;17.97;17.23;0.69;43286998000;Exiting 0;43.85;40.24;3.42
Fractions;5;2054849642;Exiting 0;2.95;10.76;1.29;24927222709;Exiting 0;25.28;37.46;1.55;2036600304;Exiting 0;2.96;10.26;1.27;2172427260;Exiting 0;2.53;9.88;1.28;20608006000;Exiting 0;20.89;19.93;0.84;41731592000;Exiting 0;42.33;38.95;3.28
Fractions;6;2029969717;Exiting 0;2.40;8.79;1.21;25166128049;Exiting 0;25.52;37.32;1.52;1954267012;Exiting 0;2.85;10.03;1.36;2293967128;Exiting 0;2.67;10.09;1.35;18739225000;Exiting 0;19.03;18.22;0.76;41210490000;Exiting 0;41.85;38.54;3.21
Fractions;7;1957336577;Exiting 0;2.85;9.81;1.31;26475859720;Exiting 0;26.85;39.96;1.82;2130702051;Exiting 0;2.53;9.86;1.33;2459327606;Exiting 0;2.86;11.21;1.46;19424493000;Exiting 0;19.73;18.88;0.79;41684159000;Exiting 0;42.29;38.95;3.24
Fractions;8;1927568348;Exiting 0;2.84;9.91;1.31;27193544265;Exiting 0;27.56;40.39;1.87;2213958882;Exiting 0;3.11;11.53;1.38;2247010895;Exiting 0;3.23;11.44;1.46;17799224000;Exiting 0;18.09;17.24;0.76;40364782000;Exiting 0;40.89;37.71;3.04
Fractions;9;1592982983;Exiting 0;1.91;6.92;1.13;23046865586;Exiting 0;23.37;35.28;1.41;2163608845;Exiting 0;3.02;11.69;1.29;2171146512;Exiting 0;2.53;9.22;1.31;19928943000;Exiting 0;20.22;19.19;0.89;40032762000;Exiting 0;40.61;37.33;3.16
Fractions;10;1767895305;Exiting 0;2.09;7.71;1.20;24302542215;Exiting 0;24.64;36.33;1.59;1936504405;Exiting 0;2.73;10.13;1.23;2039604634;Exiting 0;2.96;10.37;1.40;18234389000;Exiting 0;18.53;17.60;0.83;44480688000;Exiting 0;45.10;41.24;3.63
